data-cut-off-date,web-posting-date,aesi-category,aesi,pfizer-events,pfizer-bivalent-events,moderna-events,moderna-bivalent-BA1-events,moderna-bivalent-BA.4/5-events,cov-azc-events,janssen-events,Novavax-events,unspecified-events,total-events,pfizer-rate,moderna-rate,moderna-bivalent-BA1-rate,moderna-bivalent-BA.4/5-rate,cov-azc-rate,Janssen-rate,total-rate
2021-09-03,2021-09-10,Cardiovascular system,Cardiac failure,17,,5,,,3,,,1,26,0.05,0.04,,,0.11,,0.05
2021-09-03,2021-09-10,Cardiovascular system,Myocardial infarction (heart attack),45,,16,,,8,,,3,72,0.12,0.12,,,0.29,,0.14
2021-09-03,2021-09-10,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart),384,,276,,,16,,,2,678,1.03,2.09,,,0.57,,1.27
2021-09-03,2021-09-10,Cardiovascular system,Subtotal n (%),456,,306,,,32,,,6,800,1.23,2.32,,,1.15,,1.50
2021-09-03,2021-09-10,Circulatory system,Cerebral venous (sinus) thrombosis,2,,1,,,11,,,0,14,0.01,0.01,,,0.40,,0.03
2021-09-03,2021-09-10,Circulatory system,Cerebral thrombosis ,3,,1,,,2,,,0,6,0.01,0.01,,,0.07,,0.01
2021-09-03,2021-09-10,Circulatory system,Cutaneous vasculitis,12,,5,,,3,,,0,20,0.03,0.04,,,0.11,,0.04
2021-09-03,2021-09-10,Circulatory system,Deep vein thrombosis,108,,32,,,53,,,0,193,0.29,0.24,,,1.90,,0.36
2021-09-03,2021-09-10,Circulatory system,Embolism,3,,1,,,6,,,0,10,0.01,0.01,,,0.22,,0.02
2021-09-03,2021-09-10,Circulatory system,Haemorrhage (bleeding),21,,8,,,8,,,1,38,0.06,0.06,,,0.29,,0.07
2021-09-03,2021-09-10,Circulatory system,Pulmonary embolism,128,,47,,,106,,,0,281,0.34,0.36,,,3.81,,0.53
2021-09-03,2021-09-10,Circulatory system,Thrombosis (blood clot),78,,20,,,75,,,1,174,0.21,0.15,,,2.69,,0.33
2021-09-03,2021-09-10,Circulatory system,Thrombosis with thrombocytopenia syndrome (blood clot with low platelets),16,,4,,,61,,,0,81,0.04,0.03,,,2.19,,0.15
2021-09-03,2021-09-10,Circulatory system,Subtotal n (%),371,,119,,,325,,,2,817,1.00,0.90,,,11.67,,1.54
2021-09-03,2021-09-10,Hepato-gastrointestinal and renal system,Acute kidney injury,16,,11,,,3,,,0,30,0.04,0.08,,,0.11,,0.06
2021-09-03,2021-09-10,Hepato-gastrointestinal and renal system,Glomerulonephritis (kidney inflammation) and nephrotic syndrome (kidney disorder),2,,1,,,2,,,0,5,0.01,0.01,,,0.07,,0.01
2021-09-03,2021-09-10,Hepato-gastrointestinal and renal system,Liver injury,11,,6,,,3,,,0,20,0.03,0.05,,,0.11,,0.04
2021-09-03,2021-09-10,Hepato-gastrointestinal and renal system,Subtotal n (%),29,,18,,,8,,,0,55,0.08,0.14,,,0.29,,0.10
2021-09-03,2021-09-10,Nerves and central nervous system,Bell's Palsy/facial paralysis*,310,,100,,,43,,,1,454,0.83,0.76,,,1.54,,0.85
2021-09-03,2021-09-10,Nerves and central nervous system,Cerebrovascular accident (stroke),73,,25,,,34,,,4,136,0.20,0.19,,,1.22,,0.26
2021-09-03,2021-09-10,Nerves and central nervous system,Transverse myelitis (inflammation of spinal cord),13,,4,,,4,,,0,21,0.03,0.03,,,0.14,,0.04
2021-09-03,2021-09-10,Nerves and central nervous system,Subtotal n (%),396,,129,,,81,,,5,611,1.07,0.98,,,2.91,,1.15
2021-09-03,2021-09-10,Other system,Anaphylaxis*,132,,30,,,0,,,0,162,0.36,0.23,,,0.00,,0.30
2021-09-03,2021-09-10,Other system,COVID-19*,102,,5,,,2,,,4,113,0.27,0.04,,,0.07,,0.21
2021-09-03,2021-09-10,Other system,Multisystem inflammatory syndrome,1,,1,,,0,,,0,2,0.00,0.01,,,0.00,,0.00
2021-09-03,2021-09-10,Other system,Subtotal n (%),235,,36,,,2,,,4,277,0.63,0.27,,,0.07,,0.52
2021-09-03,2021-09-10,Pregnancy outcomes,Fetal growth restriction,5,,0,,,0,,,0,5,0.01,0.00,,,0.00,,0.01
2021-09-03,2021-09-10,Pregnancy outcomes,Spontaneous abortion,23,,6,,,1,,,0,30,0.06,0.05,,,0.04,,0.06
2021-09-03,2021-09-10,Pregnancy outcomes,Subtotal n (%),28,,6,,,1,,,0,35,0.08,0.05,,,0.04,,0.07
2021-09-03,2021-09-10,Respiratory system,Acute respiratory distress syndrome,2,,1,,,0,,,0,3,0.01,0.01,,,0.00,,0.01
2021-09-03,2021-09-10,Respiratory system,Subtotal n (%),2,,1,,,0,,,0,3,0.01,0.01,,,0.00,,0.01
2021-09-03,2021-09-10,"Skin and mucous membrane, bone and joints system",Chilblains,7,,3,,,1,,,0,11,0.02,0.02,,,0.04,,0.02
2021-09-03,2021-09-10,"Skin and mucous membrane, bone and joints system",Erythema multiforme (immune skin reaction),11,,9,,,1,,,0,21,0.03,0.07,,,0.04,,0.04
2021-09-03,2021-09-10,"Skin and mucous membrane, bone and joints system",Subtotal n (%),18,,12,,,2,,,0,32,0.05,0.09,,,0.07,,0.06
2021-09-03,2021-09-10,All AESI categories,TOTAL,1585,,650,,,518,,,20,2773,4.27,4.93,,,18.60,,5.21
2021-09-10,2021-09-17,Auto-immune diseases,Guillain-Barré Syndrome,31,,15,,,30,,,0,76,0.08,0.11,,,1.08,,0.14
2021-09-10,2021-09-17,Auto-immune diseases,Thrombocytopenia (low blood platelets),20,,7,,,41,,,3,71,0.05,0.05,,,1.47,,0.13
2021-09-10,2021-09-17,Auto-immune diseases,Subtotal n (%),51,,22,,,71,,,3,147,0.14,0.16,,,2.55,,0.27
2021-09-10,2021-09-17,Cardiovascular system,Cardiac arrest,10,,9,,,5,,,0,24,0.03,0.07,,,0.18,,0.04
2021-09-10,2021-09-17,Cardiovascular system,Cardiac failure,18,,5,,,3,,,1,27,0.05,0.04,,,0.11,,0.05
2021-09-10,2021-09-17,Cardiovascular system,Myocardial infarction (heart attack),46,,15,,,6,,,3,70,0.12,0.11,,,0.22,,0.13
2021-09-10,2021-09-17,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart),408,,290,,,18,,,2,718,1.08,2.17,,,0.65,,1.34
2021-09-10,2021-09-17,Cardiovascular system,Subtotal n (%),482,,319,,,32,,,6,839,1.28,2.39,,,1.15,,1.56
2021-09-10,2021-09-17,Circulatory system,Cerebral venous (sinus) thrombosis,2,,1,,,12,,,0,15,0.01,0.01,,,0.43,,0.03
2021-09-10,2021-09-17,Circulatory system,Cerebral thrombosis ,3,,1,,,2,,,0,6,0.01,0.01,,,0.07,,0.01
2021-09-10,2021-09-17,Circulatory system,Cutaneous vasculitis,12,,5,,,3,,,0,20,0.03,0.04,,,0.11,,0.04
2021-09-10,2021-09-17,Circulatory system,Deep vein thrombosis,110,,33,,,53,,,0,196,0.29,0.25,,,1.90,,0.36
2021-09-10,2021-09-17,Circulatory system,Embolism,3,,1,,,6,,,0,10,0.01,0.01,,,0.22,,0.02
2021-09-10,2021-09-17,Circulatory system,Haemorrhage (bleeding),24,,8,,,8,,,1,41,0.06,0.06,,,0.29,,0.08
2021-09-10,2021-09-17,Circulatory system,Pulmonary embolism,134,,49,,,107,,,0,290,0.36,0.37,,,3.84,,0.54
2021-09-10,2021-09-17,Circulatory system,Thrombosis (blood clot),78,,20,,,79,,,1,178,0.21,0.15,,,2.84,,0.33
2021-09-10,2021-09-17,Circulatory system,Thrombosis with thrombocytopenia syndrome (blood clot with low platelets),16,,4,,,61,,,0,81,0.04,0.03,,,2.19,,0.15
2021-09-10,2021-09-17,Circulatory system,Subtotal n (%),382,,122,,,331,,,2,837,1.02,0.91,,,11.88,,1.56
2021-09-10,2021-09-17,Hepato-gastrointestinal and renal system,Acute kidney injury,16,,11,,,3,,,0,30,0.04,0.08,,,0.11,,0.06
2021-09-10,2021-09-17,Hepato-gastrointestinal and renal system,Glomerulonephritis (kidney inflammation) and nephrotic syndrome (kidney disorder),2,,1,,,2,,,0,5,0.01,0.01,,,0.07,,0.01
2021-09-10,2021-09-17,Hepato-gastrointestinal and renal system,Liver injury,11,,6,,,3,,,0,20,0.03,0.04,,,0.11,,0.04
2021-09-10,2021-09-17,Hepato-gastrointestinal and renal system,Subtotal n (%),29,,18,,,8,,,0,55,0.08,0.13,,,0.29,,0.10
2021-09-10,2021-09-17,Nerves and central nervous system,Bell's Palsy/facial paralysis*,325,,105,,,43,,,1,474,0.86,0.79,,,1.54,,0.88
2021-09-10,2021-09-17,Nerves and central nervous system,Cerebrovascular accident (stroke),75,,27,,,35,,,3,140,0.20,0.20,,,1.26,,0.26
2021-09-10,2021-09-17,Nerves and central nervous system,Transverse myelitis (inflammation of spinal cord),14,,4,,,4,,,0,22,0.04,0.03,,,0.14,,0.04
2021-09-10,2021-09-17,Nerves and central nervous system,Subtotal n (%),414,,136,,,82,,,4,636,1.10,1.02,,,2.94,,1.18
2021-09-10,2021-09-17,Other system,Anaphylaxis*,142,,30,,,0,,,0,172,0.38,0.22,,,0.00,,0.32
2021-09-10,2021-09-17,Other system,COVID-19*,108,,5,,,2,,,4,119,0.29,0.04,,,0.07,,0.22
2021-09-10,2021-09-17,Other system,Multisystem inflammatory syndrome,1,,1,,,0,,,0,2,0.00,0.01,,,0.00,,0.00
2021-09-10,2021-09-17,Other system,Subtotal n (%),251,,36,,,2,,,4,293,0.67,0.27,,,0.07,,0.54
2021-09-10,2021-09-17,Pregnancy outcomes,Fetal growth restriction,5,,0,,,0,,,0,5,0.01,0.00,,,0.00,,0.01
2021-09-10,2021-09-17,Pregnancy outcomes,Spontaneous abortion,24,,6,,,1,,,0,31,0.06,0.04,,,0.04,,0.06
2021-09-10,2021-09-17,Pregnancy outcomes,Subtotal n (%),29,,6,,,1,,,0,36,0.08,0.04,,,0.04,,0.07
2021-09-10,2021-09-17,Respiratory system,Acute respiratory distress syndrome,2,,1,,,0,,,0,3,0.01,0.01,,,0.00,,0.01
2021-09-10,2021-09-17,Respiratory system,Subtotal n (%),2,,1,,,0,,,0,3,0.01,0.01,,,0.00,,0.01
2021-09-10,2021-09-17,"Skin and mucous membrane, bone and joints system",Chilblains,7,,3,,,1,,,0,11,0.02,0.02,,,0.04,,0.02
2021-09-10,2021-09-17,"Skin and mucous membrane, bone and joints system",Erythema multiforme (immune skin reaction),12,,9,,,1,,,0,22,0.03,0.07,,,0.04,,0.04
2021-09-10,2021-09-17,"Skin and mucous membrane, bone and joints system",Subtotal n (%),19,,12,,,2,,,0,33,0.05,0.09,,,0.07,,0.06
2021-09-10,2021-09-17,All AESI categories,TOTAL,1659,,672,,,529,,,19,2879,4.41,5.04,,,18.99,,5.35
2021-09-17,2021-09-24,Auto-immune diseases,Guillain-Barré Syndrome,33,,16,,,30,,,0,79,0.09,0.12,,,1.08,,0.15
2021-09-17,2021-09-24,Auto-immune diseases,Thrombocytopenia (low blood platelets),19,,7,,,37,,,3,66,0.05,0.05,,,1.33,,0.12
2021-09-17,2021-09-24,Auto-immune diseases,Subtotal n (%),52,,23,,,67,,,3,145,0.14,0.17,,,2.40,,0.27
2021-09-17,2021-09-24,Cardiovascular system,Cardiac arrest,10,,9,,,5,,,0,24,0.03,0.07,,,0.18,,0.04
2021-09-17,2021-09-24,Cardiovascular system,Cardiac failure,19,,5,,,3,,,1,28,0.05,0.04,,,0.11,,0.05
2021-09-17,2021-09-24,Cardiovascular system,Myocardial infarction (heart attack),46,,16,,,6,,,3,71,0.12,0.12,,,0.22,,0.13
2021-09-17,2021-09-24,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart),445,,306,,,19,,,4,774,1.17,2.27,,,0.68,,1.42
2021-09-17,2021-09-24,Cardiovascular system,Subtotal n (%),520,,336,,,33,,,8,897,1.37,2.49,,,1.18,,1.65
2021-09-17,2021-09-24,Circulatory system,Cerebral venous (sinus) thrombosis,2,,1,,,11,,,0,14,0.01,0.01,,,0.39,,0.03
2021-09-17,2021-09-24,Circulatory system,Cerebral thrombosis ,3,,1,,,2,,,0,6,0.01,0.01,,,0.07,,0.01
2021-09-17,2021-09-24,Circulatory system,Cutaneous vasculitis,12,,5,,,4,,,0,21,0.03,0.04,,,0.14,,0.04
2021-09-17,2021-09-24,Circulatory system,Deep vein thrombosis,114,,34,,,53,,,0,201,0.30,0.25,,,1.90,,0.37
2021-09-17,2021-09-24,Circulatory system,Embolism,3,,1,,,7,,,0,11,0.01,0.01,,,0.25,,0.02
2021-09-17,2021-09-24,Circulatory system,Haemorrhage (bleeding),24,,9,,,9,,,1,43,0.06,0.07,,,0.32,,0.08
2021-09-17,2021-09-24,Circulatory system,Pulmonary embolism,137,,51,,,108,,,0,296,0.36,0.38,,,3.88,,0.54
2021-09-17,2021-09-24,Circulatory system,Thrombosis (blood clot),83,,23,,,78,,,1,185,0.22,0.17,,,2.80,,0.34
2021-09-17,2021-09-24,Circulatory system,Thrombosis with thrombocytopenia syndrome (blood clot with low platelets),16,,4,,,61,,,0,81,0.04,0.03,,,2.19,,0.15
2021-09-17,2021-09-24,Circulatory system,Subtotal n (%),394,,129,,,333,,,2,858,1.04,0.96,,,11.95,,1.58
2021-09-17,2021-09-24,Hepato-gastrointestinal and renal system,Acute kidney injury,16,,11,,,3,,,0,30,0.04,0.08,,,0.11,,0.06
2021-09-17,2021-09-24,Hepato-gastrointestinal and renal system,Glomerulonephritis (kidney inflammation) and nephrotic syndrome (kidney disorder),2,,1,,,2,,,0,5,0.01,0.01,,,0.07,,0.01
2021-09-17,2021-09-24,Hepato-gastrointestinal and renal system,Liver injury,12,,6,,,3,,,0,21,0.03,0.04,,,0.11,,0.04
2021-09-17,2021-09-24,Hepato-gastrointestinal and renal system,Subtotal n (%),30,,18,,,8,,,0,56,0.08,0.13,,,0.29,,0.10
2021-09-17,2021-09-24,Nerves and central nervous system,Bell's Palsy/facial paralysis*,340,,110,,,43,,,1,494,0.89,0.82,,,1.54,,0.91
2021-09-17,2021-09-24,Nerves and central nervous system,Cerebrovascular accident (stroke),76,,29,,,34,,,3,142,0.20,0.22,,,1.22,,0.26
2021-09-17,2021-09-24,Nerves and central nervous system,Transverse myelitis (inflammation of spinal cord),17,,5,,,4,,,0,26,0.04,0.04,,,0.14,,0.05
2021-09-17,2021-09-24,Nerves and central nervous system,Subtotal n (%),433,,144,,,81,,,4,662,1.14,1.07,,,2.91,,1.22
2021-09-17,2021-09-24,Other system,Anaphylaxis*,157,,40,,,4,,,0,201,0.41,0.30,,,0.14,,0.37
2021-09-17,2021-09-24,Other system,COVID-19*,108,,5,,,2,,,4,119,0.28,0.04,,,0.07,,0.22
2021-09-17,2021-09-24,Other system,Multisystem inflammatory syndrome,1,,1,,,0,,,0,2,0.00,0.01,,,0.00,,0.00
2021-09-17,2021-09-24,Other system,Subtotal n (%),266,,46,,,6,,,4,322,0.70,0.34,,,0.22,,0.59
2021-09-17,2021-09-24,Pregnancy outcomes,Fetal growth restriction,5,,0,,,0,,,0,5,0.01,0.00,,,0.00,,0.01
2021-09-17,2021-09-24,Pregnancy outcomes,Spontaneous abortion,27,,6,,,1,,,0,34,0.07,0.04,,,0.04,,0.06
2021-09-17,2021-09-24,Pregnancy outcomes,Subtotal n (%),32,,6,,,1,,,0,39,0.08,0.04,,,0.04,,0.07
2021-09-17,2021-09-24,Respiratory system,Acute respiratory distress syndrome,2,,1,,,0,,,0,3,0.01,0.01,,,0.00,,0.01
2021-09-17,2021-09-24,Respiratory system,Subtotal n (%),2,,1,,,0,,,0,3,0.01,0.01,,,0.00,,0.01
2021-09-17,2021-09-24,"Skin and mucous membrane, bone and joints system",Chilblains,9,,3,,,1,,,0,13,0.02,0.02,,,0.04,,0.02
2021-09-17,2021-09-24,"Skin and mucous membrane, bone and joints system",Erythema multiforme (immune skin reaction),13,,9,,,1,,,0,23,0.03,0.07,,,0.04,,0.04
2021-09-17,2021-09-24,"Skin and mucous membrane, bone and joints system",Subtotal n (%),22,,12,,,2,,,0,36,0.06,0.09,,,0.07,,0.07
2021-09-17,2021-09-24,All AESI categories,TOTAL,1751,,715,,,531,,,21,3018,4.60,5.31,,,19.06,,5.55
2021-09-24,2021-10-01,Auto-immune diseases,Guillain-Barré Syndrome,33,,18,,,31,,,0,82,0.09,0.13,,,1.11,,0.15
2021-09-24,2021-10-01,Auto-immune diseases,Thrombocytopenia (low blood platelets),17,,8,,,36,,,3,64,0.04,0.06,,,1.29,,0.12
2021-09-24,2021-10-01,Auto-immune diseases,Subtotal n (%),50,,26,,,67,,,3,146,0.13,0.19,,,2.40,,0.27
2021-09-24,2021-10-01,Cardiovascular system,Cardiac arrest,10,,9,,,5,,,0,24,0.03,0.07,,,0.18,,0.04
2021-09-24,2021-10-01,Cardiovascular system,Cardiac failure,19,,5,,,3,,,1,28,0.05,0.04,,,0.11,,0.05
2021-09-24,2021-10-01,Cardiovascular system,Myocardial infarction (heart attack),46,,16,,,6,,,4,72,0.12,0.12,,,0.22,,0.13
2021-09-24,2021-10-01,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart),466,,321,,,21,,,4,812,1.21,2.36,,,0.75,,1.48
2021-09-24,2021-10-01,Cardiovascular system,Subtotal n (%),541,,351,,,35,,,9,936,1.40,2.58,,,1.26,,1.70
2021-09-24,2021-10-01,Circulatory system,Cerebral venous (sinus) thrombosis,2,,1,,,11,,,0,14,0.01,0.01,,,0.39,,0.03
2021-09-24,2021-10-01,Circulatory system,Cerebral thrombosis ,4,,2,,,1,,,0,7,0.01,0.01,,,0.04,,0.01
2021-09-24,2021-10-01,Circulatory system,Cutaneous vasculitis,12,,5,,,4,,,0,21,0.03,0.04,,,0.14,,0.04
2021-09-24,2021-10-01,Circulatory system,Deep vein thrombosis,115,,36,,,53,,,0,204,0.30,0.26,,,1.90,,0.37
2021-09-24,2021-10-01,Circulatory system,Embolism,3,,1,,,7,,,0,11,0.01,0.01,,,0.25,,0.02
2021-09-24,2021-10-01,Circulatory system,Haemorrhage (bleeding),24,,9,,,9,,,1,43,0.06,0.07,,,0.32,,0.08
2021-09-24,2021-10-01,Circulatory system,Pulmonary embolism,141,,52,,,108,,,0,301,0.37,0.38,,,3.87,,0.55
2021-09-24,2021-10-01,Circulatory system,Thrombosis (blood clot),86,,24,,,78,,,1,189,0.22,0.18,,,2.80,,0.34
2021-09-24,2021-10-01,Circulatory system,Thrombosis with thrombocytopenia syndrome (blood clot with low platelets),16,,5,,,61,,,0,82,0.04,0.04,,,2.19,,0.15
2021-09-24,2021-10-01,Circulatory system,Subtotal n (%),403,,135,,,332,,,2,872,1.05,0.99,,,11.91,,1.59
2021-09-24,2021-10-01,Hepato-gastrointestinal and renal system,Acute kidney injury,16,,12,,,3,,,0,31,0.04,0.09,,,0.11,,0.06
2021-09-24,2021-10-01,Hepato-gastrointestinal and renal system,Glomerulonephritis (kidney inflammation) and nephrotic syndrome (kidney disorder),4,,1,,,1,,,0,6,0.01,0.01,,,0.04,,0.01
2021-09-24,2021-10-01,Hepato-gastrointestinal and renal system,Liver injury,12,,6,,,3,,,0,21,0.03,0.04,,,0.11,,0.04
2021-09-24,2021-10-01,Hepato-gastrointestinal and renal system,Subtotal n (%),29,,19,,,6,,,0,54,0.08,0.14,,,0.22,,0.10
2021-09-24,2021-10-01,Nerves and central nervous system,Bell's Palsy/facial paralysis*,364,,117,,,44,,,1,526,0.94,0.86,,,1.58,,0.96
2021-09-24,2021-10-01,Nerves and central nervous system,Cerebrovascular accident (stroke),79,,28,,,34,,,3,144,0.20,0.21,,,1.22,,0.26
2021-09-24,2021-10-01,Nerves and central nervous system,Transverse myelitis (inflammation of spinal cord),18,,5,,,4,,,0,27,0.05,0.04,,,0.14,,0.05
2021-09-24,2021-10-01,Nerves and central nervous system,Subtotal n (%),461,,150,,,82,,,4,697,1.20,1.10,,,2.94,,1.27
2021-09-24,2021-10-01,Other system,Anaphylaxis*,202,,54,,,12,,,0,268,0.52,0.40,,,0.43,,0.49
2021-09-24,2021-10-01,Other system,COVID-19*,111,,5,,,2,,,5,123,0.29,0.04,,,0.07,,0.22
2021-09-24,2021-10-01,Other system,Multisystem inflammatory syndrome,1,,1,,,0,,,0,2,0.00,0.01,,,0.00,,0.00
2021-09-24,2021-10-01,Other system,Subtotal n (%),314,,60,,,14,,,5,393,0.81,0.44,,,0.50,,0.71
2021-09-24,2021-10-01,Pregnancy outcomes,Fetal growth restriction,5,,0,,,0,,,0,5,0.01,0.00,,,0.00,,0.01
2021-09-24,2021-10-01,Pregnancy outcomes,Spontaneous abortion,28,,7,,,1,,,0,36,0.07,0.05,,,0.04,,0.07
2021-09-24,2021-10-01,Pregnancy outcomes,Subtotal n (%),33,,7,,,1,,,0,41,0.09,0.05,,,0.04,,0.07
2021-09-24,2021-10-01,Respiratory system,Acute respiratory distress syndrome,2,,1,,,0,,,0,3,0.01,0.01,,,0.00,,0.01
2021-09-24,2021-10-01,Respiratory system,Subtotal n (%),2,,1,,,0,,,0,3,0.01,0.01,,,0.00,,0.01
2021-09-24,2021-10-01,"Skin and mucous membrane, bone and joints system",Chilblains,9,,3,,,1,,,0,13,0.02,0.02,,,0.04,,0.02
2021-09-24,2021-10-01,"Skin and mucous membrane, bone and joints system",Erythema multiforme (immune skin reaction),13,,9,,,1,,,0,23,0.03,0.07,,,0.04,,0.04
2021-09-24,2021-10-01,"Skin and mucous membrane, bone and joints system",Subtotal n (%),22,,12,,,2,,,0,36,0.06,0.09,,,0.07,,0.07
2021-09-24,2021-10-01,All AESI categories,TOTAL,1855,,761,,,539,,,23,3178,4.81,5.59,,,19.33,,5.78
2021-10-01,2021-10-08,Auto-immune diseases,Guillain-Barré Syndrome,33,,19,,,31,,,0,83,0.08,0.14,,,1.11,,0.15
2021-10-01,2021-10-08,Auto-immune diseases,Thrombocytopenia (low blood platelets),18,,8,,,36,,,3,65,0.05,0.06,,,1.29,,0.12
2021-10-01,2021-10-08,Auto-immune diseases,Subtotal n (%),51,,27,,,67,,,3,148,0.13,0.20,,,2.40,,0.27
2021-10-01,2021-10-08,Cardiovascular system,Cardiac arrest,11,,9,,,5,,,0,25,0.03,0.07,,,0.18,,0.05
2021-10-01,2021-10-08,Cardiovascular system,Cardiac failure,19,,5,,,3,,,1,28,0.05,0.04,,,0.11,,0.05
2021-10-01,2021-10-08,Cardiovascular system,Myocardial infarction (heart attack),47,,16,,,6,,,4,73,0.12,0.12,,,0.22,,0.13
2021-10-01,2021-10-08,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart),501,,333,,,20,,,5,859,1.28,2.44,,,0.72,,1.55
2021-10-01,2021-10-08,Cardiovascular system,Subtotal n (%),578,,363,,,34,,,10,985,1.48,2.66,,,1.22,,1.77
2021-10-01,2021-10-08,Circulatory system,Cerebral venous (sinus) thrombosis,3,,0,,,8,,,0,11,0.01,0.00,,,0.29,,0.02
2021-10-01,2021-10-08,Circulatory system,Cerebral thrombosis,4,,2,,,1,,,0,7,0.01,0.01,,,0.04,,0.01
2021-10-01,2021-10-08,Circulatory system,Cutaneous vasculitis,12,,5,,,4,,,0,21,0.03,0.04,,,0.14,,0.04
2021-10-01,2021-10-08,Circulatory system,Deep vein thrombosis,117,,37,,,54,,,0,208,0.30,0.27,,,1.94,,0.37
2021-10-01,2021-10-08,Circulatory system,Embolism,3,,1,,,7,,,0,11,0.01,0.01,,,0.25,,0.02
2021-10-01,2021-10-08,Circulatory system,Haemorrhage (bleeding),25,,9,,,9,,,1,44,0.06,0.07,,,0.32,,0.08
2021-10-01,2021-10-08,Circulatory system,Pulmonary embolism,144,,54,,,110,,,0,308,0.37,0.40,,,3.94,,0.55
2021-10-01,2021-10-08,Circulatory system,Thrombosis (blood clot),94,,25,,,79,,,2,200,0.24,0.18,,,2.83,,0.36
2021-10-01,2021-10-08,Circulatory system,Thrombosis with thrombocytopenia syndrome (blood clot with low platelets),16,,5,,,61,,,0,82,0.04,0.04,,,2.19,,0.15
2021-10-01,2021-10-08,Circulatory system,Subtotal n (%),418,,138,,,333,,,3,892,1.07,1.01,,,11.94,,1.61
2021-10-01,2021-10-08,Hepato-gastrointestinal and renal system,Acute kidney injury,17,,12,,,3,,,0,32,0.04,0.09,,,0.11,,0.06
2021-10-01,2021-10-08,Hepato-gastrointestinal and renal system,Glomerulonephritis (kidney inflammation) and nephrotic syndrome (kidney disorder),4,,2,,,0,,,0,6,0.01,0.01,,,0.00,,0.01
2021-10-01,2021-10-08,Hepato-gastrointestinal and renal system,Liver injury,12,,6,,,3,,,0,21,0.03,0.04,,,0.11,,0.04
2021-10-01,2021-10-08,Hepato-gastrointestinal and renal system,Subtotal n (%),33,,20,,,6,,,0,59,0.08,0.15,,,0.22,,0.11
2021-10-01,2021-10-08,Nerves and central nervous system,Bell's Palsy/facial paralysis*,378,,121,,,44,,,2,545,0.97,0.89,,,1.58,,0.98
2021-10-01,2021-10-08,Nerves and central nervous system,Cerebrovascular accident (stroke),83,,28,,,34,,,3,148,0.21,0.21,,,1.22,,0.27
2021-10-01,2021-10-08,Nerves and central nervous system,Transverse myelitis (inflammation of spinal cord),19,,5,,,4,,,0,28,0.05,0.04,,,0.14,,0.05
2021-10-01,2021-10-08,Nerves and central nervous system,Subtotal n (%),480,,154,,,82,,,5,721,1.23,1.13,,,2.94,,1.30
2021-10-01,2021-10-08,Other system,Anaphylaxis*,233,,61,,,13,,,0,307,0.60,0.45,,,0.47,,0.55
2021-10-01,2021-10-08,Other system,COVID-19*,112,,6,,,2,,,6,126,0.29,0.04,,,0.07,,0.23
2021-10-01,2021-10-08,Other system,Multisystem inflammatory syndrome,1,,1,,,0,,,0,2,0.00,0.01,,,0.00,,0.00
2021-10-01,2021-10-08,Other system,Subtotal n (%),346,,68,,,15,,,6,435,0.89,0.50,,,0.54,,0.78
2021-10-01,2021-10-08,Pregnancy outcomes,Fetal growth restriction,5,,0,,,0,,,0,5,0.01,0.00,,,0.00,,0.01
2021-10-01,2021-10-08,Pregnancy outcomes,Spontaneous abortion,29,,7,,,1,,,0,37,0.07,0.05,,,0.04,,0.07
2021-10-01,2021-10-08,Pregnancy outcomes,Subtotal n (%),34,,7,,,1,,,0,42,0.09,0.05,,,0.04,,0.08
2021-10-01,2021-10-08,Respiratory system,Acute respiratory distress syndrome,2,,1,,,0,,,0,3,0.01,0.01,,,0.00,,0.01
2021-10-01,2021-10-08,Respiratory system,Subtotal n (%),2,,1,,,0,,,0,3,0.01,0.01,,,0.00,,0.01
2021-10-01,2021-10-08,"Skin and mucous membrane, bone and joints system",Chilblains,9,,3,,,1,,,0,13,0.02,0.02,,,0.04,,0.02
2021-10-01,2021-10-08,"Skin and mucous membrane, bone and joints system",Erythema multiforme (immune skin reaction),14,,9,,,1,,,0,24,0.04,0.07,,,0.04,,0.04
2021-10-01,2021-10-08,"Skin and mucous membrane, bone and joints system",Subtotal n (%),23,,12,,,2,,,0,37,0.06,0.09,,,0.07,,0.07
2021-10-01,2021-10-08,All AESI categories,TOTAL,1965,,790,,,540,,,27,3322,5.03,5.79,,,19.36,,5.98
2021-10-08,2021-10-18,Auto-immune diseases,Guillain-Barré Syndrome,34,,19,,,32,,,0,85,0.09,0.14,,,1.15,,0.15
2021-10-08,2021-10-18,Auto-immune diseases,Thrombocytopenia (low blood platelets),18,,8,,,35,,,3,64,0.05,0.06,,,1.25,,0.11
2021-10-08,2021-10-18,Auto-immune diseases,Subtotal n (%),52,,27,,,67,,,3,149,0.13,0.19,,,2.40,,0.27
2021-10-08,2021-10-18,Cardiovascular system,Cardiac arrest,13,,10,,,5,,,0,28,0.03,0.07,,,0.18,,0.05
